reasoner_type,reasoner_seed,attacker_seed,num_vars,embed_dim,num_attack_tokens,raw_state_acc,adv_ns0_state_acc,adv_ns1_state_acc,adv_ns2_state_acc,adv_ns3_state_acc,adv_ns1_atk_wts,adv_ns2_atk_wts,adv_ns3_atk_wts,adv_ns1_atk_wts_std,adv_ns2_atk_wts_std,adv_ns3_atk_wts_std,raw_ns1_suppd_wts,raw_ns2_suppd_wts,raw_ns3_suppd_wts,raw_ns1_other_wts,raw_ns2_other_wts,raw_ns3_other_wts,adv_ns1_suppd_wts,adv_ns2_suppd_wts,adv_ns3_suppd_wts,adv_ns1_other_wts,adv_ns2_other_wts,adv_ns3_other_wts,raw_ns1_suppd_wts_std,raw_ns2_suppd_wts_std,raw_ns3_suppd_wts_std,raw_ns1_other_wts_std,raw_ns2_other_wts_std,raw_ns3_other_wts_std,adv_ns1_suppd_wts_std,adv_ns2_suppd_wts_std,adv_ns3_suppd_wts_std,adv_ns1_other_wts_std,adv_ns2_other_wts_std,adv_ns3_other_wts_std
learned,601,701,64,128,2,0.9942626953125,0.0,0.99957275390625,0.9976806640625,0.99615478515625,0.0738956183195114,0.2183552682399749,0.2284785807132721,0.0428996235132217,0.1358193904161453,0.1364598125219345,0.0236063785851001,0.2914309501647949,0.0903471186757087,0.0235928259789943,0.2913946211338043,0.090309590101242,0.0472586043179035,0.163883239030838,0.1704225242137909,0.0255284272134304,0.1638199239969253,0.04801482334733,0.0049027288332581,0.0276420973241329,0.0121556194499135,0.0049421950243413,0.027799155563116,0.0123136136680841,0.0153439417481422,0.0166183169931173,0.0196687635034322,0.0085893934592604,0.0167421847581863,0.0066964388824999
learned,601,701,48,96,2,0.990234375,0.0,0.9998779296875,0.9996337890625,0.99853515625,0.0543862506747245,0.1768087446689605,0.1992650777101516,0.031123099848628,0.114846259355545,0.1234629452228546,0.0196665283292531,0.2809255421161651,0.084537498652935,0.019741952419281,0.2813572883605957,0.0846031978726387,0.0436053425073623,0.1812183111906051,0.1781487315893173,0.0225473213940858,0.1815149188041687,0.0496172234416008,0.0045587308704853,0.026575181633234,0.0110641382634639,0.0045984811149537,0.026581909507513,0.0110888183116912,0.0157344099134206,0.0160667821764946,0.0175337959080934,0.0081134364008903,0.0162790864706039,0.005462063010782
learned,601,701,32,64,2,0.987060546875,0.0,0.99969482421875,0.99951171875,0.99859619140625,0.0598835200071334,0.1909574419260025,0.2131457030773162,0.0342286564409732,0.1248763352632522,0.134067565202713,0.0179888978600502,0.271495372056961,0.0811010599136352,0.0179853495210409,0.2712238430976867,0.0810467004776001,0.0342495664954185,0.1673687100410461,0.1608757525682449,0.0183039251714944,0.1672402471303939,0.0456005223095417,0.0039379969239234,0.0284531153738498,0.0119977872818708,0.0038976529613137,0.0283350106328725,0.0119634354487061,0.010483656078577,0.0163858011364936,0.0172373242676258,0.005659450776875,0.016500299796462,0.0055632535368204
learned,601,701,16,32,2,0.9677734375,0.0,1.0,0.999755859375,0.99957275390625,0.04894524812698364,0.24358054995536804,0.2777125835418701,0.02923012524843216,0.2303922325372696,0.25896862149238586,0.016235386952757835,0.25206685066223145,0.07889266312122345,0.016252465546131134,0.25232306122779846,0.07874183356761932,0.01981480047106743,0.12861943244934082,0.11666469275951385,0.02373053878545761,0.12877625226974487,0.034728750586509705,0.0034202386159449816,0.034352563321590424,0.015885774046182632,0.003367655910551548,0.03398830071091652,0.01578759402036667,0.005358579568564892,0.015723856166005135,0.016791565343737602,0.006257461849600077,0.016148259863257408,0.006087566260248423
